state|postcode|master_postcode
Johor|79000|79000
Johor|79050|79000
Johor|79100|79000
Johor|79150|79000
Johor|79200|79000
Johor|79250|79000
Johor|79502|79000
Johor|79503|79000
Johor|79504|79000
Johor|79511|79000
Johor|79513|79000
Johor|79514|79000
Johor|79517|79000
Johor|79518|79000
Johor|79520|79000
Johor|79521|79000
Johor|79523|79000
Johor|79532|79000
Johor|79538|79000
Johor|79540|79000
Johor|79546|79000
Johor|79548|79000
Johor|79550|79000
Johor|79555|79000
Johor|79570|79000
Johor|79575|79000
Johor|79576|79000
Johor|79582|79000
Johor|79592|79000
Johor|79601|79000
Johor|79603|79000
Johor|79605|79000
Johor|79606|79000
Johor|79612|79000
Johor|79626|79000
Johor|79630|79000
Johor|79632|79000
Johor|79646|79000
Johor|79658|79000
Johor|79660|79000
Johor|79680|79000
Johor|79681|79000
Johor|79683|79000
Johor|80000|80000
Johor|80050|80000
Johor|80057|80000
Johor|80100|80000
Johor|80150|80000
Johor|80200|80000
Johor|80250|80000
Johor|80300|80000
Johor|80350|80000
Johor|80357|80000
Johor|80359|80000
Johor|80400|80000
Johor|80500|80000
Johor|80505|80000
Johor|80506|80000
Johor|80508|80000
Johor|80514|80000
Johor|80516|80000
Johor|80519|80000
Johor|80534|80000
Johor|80536|80000
Johor|80538|80000
Johor|80542|80000
Johor|80544|80000
Johor|80546|80000
Johor|80554|80000
Johor|80558|80000
Johor|80560|80000
Johor|80564|80000
Johor|80568|80000
Johor|80578|80000
Johor|80586|80000
Johor|80590|80000
Johor|80592|80000
Johor|80594|80000
Johor|80596|80000
Johor|80598|80000
Johor|80600|80000
Johor|80604|80000
Johor|80608|80000
Johor|80620|80000
Johor|80622|80000
Johor|80628|80000
Johor|80644|80000
Johor|80648|80000
Johor|80662|80000
Johor|80664|80000
Johor|80670|80000
Johor|80672|80000
Johor|80673|80000
Johor|80676|80000
Johor|80690|80000
Johor|80700|80000
Johor|80710|80000
Johor|80720|80000
Johor|80730|80000
Johor|80900|80000
Johor|80902|80000
Johor|80904|80000
Johor|80906|80000
Johor|80908|80000
Johor|80988|80000
Johor|80990|80000
Johor|81000|81000
Johor|81007|81000
Johor|81009|81000
Johor|81100|80000
Johor|81107|80000
Johor|81200|80000
Johor|81300|81300
Johor|81307|80000
Johor|81310|80000
Johor|81400|81400
Johor|81407|81400
Johor|81409|81400
Johor|81440|81440
Johor|81447|81440
Johor|81450|81450
Johor|81500|81500
Johor|81507|81500
Johor|81550|81550
Johor|81551|80000
Johor|81552|80000
Johor|81556|80000
Johor|81557|81550
Johor|81600|81600
Johor|81700|81700
Johor|81707|81700
Johor|81750|81750
Johor|81757|81750
Johor|81759|81750
Johor|81800|81800
Johor|81807|81800
Johor|81809|81800
Johor|81850|81850
Johor|81900|81900
Johor|81907|81900
Johor|81920|81920
Johor|81927|81920
Johor|81930|81930
Johor|81937|81930
Johor|82000|82000
Johor|82007|82000
Johor|82009|82000
Johor|82100|82100
Johor|82200|82200
Johor|82207|82200
Johor|82300|82300
Johor|83000|83000
Johor|83007|83000
Johor|83009|83000
Johor|83010|83000
Johor|83100|83100
Johor|83200|83200
Johor|83300|83300
Johor|83307|83300
Johor|83400|83400
Johor|83407|83400
Johor|83500|83500
Johor|83600|83600
Johor|83700|83700
Johor|83707|83700
Johor|84000|84000
Johor|84007|84000
Johor|84150|84150
Johor|84157|84150
Johor|84200|84000
Johor|84300|84300
Johor|84400|84400
Johor|84407|84400
Johor|84500|84500
Johor|84600|84600
Johor|84700|84700
Johor|84800|84800
Johor|84900|84900
Johor|84907|84900
Johor|84909|84900
Johor|85000|85000
Johor|85007|85000
Johor|85100|85100
Johor|85109|85100
Johor|85200|85200
Johor|85300|85300
Johor|85307|85300
Johor|85309|85300
Johor|85400|85400
Johor|86000|86000
Johor|86007|86000
Johor|86009|86000
Johor|86100|86100
Johor|86107|86100
Johor|86200|86200
Johor|86207|86200
Johor|86300|86300
Johor|86400|86400
Johor|86407|86400
Johor|86500|86500
Johor|86600|86600
Johor|86700|86700
Johor|86707|86700
Johor|86800|86800
Johor|86807|86800
Johor|86810|86800
Johor|86888|86800
Johor|86900|86900
Kedah|05000|05000
Kedah|05050|05000
Kedah|05100|05000
Kedah|05150|05000
Kedah|05200|05000
Kedah|05250|05000
Kedah|05300|05000
Kedah|05350|05000
Kedah|05400|05000
Kedah|05460|05000
Kedah|05500|05000
Kedah|05502|05000
Kedah|05503|05000
Kedah|05504|05000
Kedah|05505|05000
Kedah|05506|05000
Kedah|05508|05000
Kedah|05512|05000
Kedah|05514|05000
Kedah|05516|05000
Kedah|05517|05000
Kedah|05518|05000
Kedah|05520|05000
Kedah|05532|05000
Kedah|05534|05000
Kedah|05536|05000
Kedah|05538|05000
Kedah|05550|05000
Kedah|05551|05000
Kedah|05552|05000
Kedah|05556|05000
Kedah|05558|05000
Kedah|05560|05000
Kedah|05564|05000
Kedah|05576|05000
Kedah|05578|05000
Kedah|05580|05000
Kedah|05582|05000
Kedah|05586|05000
Kedah|05590|05000
Kedah|05592|05000
Kedah|05594|05000
Kedah|05600|05000
Kedah|05604|05000
Kedah|05610|05000
Kedah|05612|05000
Kedah|05614|05000
Kedah|05620|05000
Kedah|05621|05000
Kedah|05622|05000
Kedah|05626|05000
Kedah|05628|05000
Kedah|05630|05000
Kedah|05632|05000
Kedah|05644|05000
Kedah|05646|05000
Kedah|05660|05000
Kedah|05661|05000
Kedah|05664|05000
Kedah|05670|05000
Kedah|05672|05000
Kedah|05673|05000
Kedah|05674|05000
Kedah|05675|05000
Kedah|05676|05000
Kedah|05680|05000
Kedah|05690|05000
Kedah|05696|05000
Kedah|05700|05000
Kedah|05710|05000
Kedah|05720|05000
Kedah|05990|05000
Kedah|06000|06000
Kedah|06007|06000
Kedah|06009|06000
Kedah|06010|06010
Kedah|06050|06050
Kedah|06100|06100
Kedah|06150|06150
Kedah|06200|06200
Kedah|06207|06200
Kedah|06209|06200
Kedah|06250|05000
Kedah|06300|06300
Kedah|06309|06300
Kedah|06350|06400
Kedah|06400|06400
Kedah|06500|06500
Kedah|06507|06500
Kedah|06509|05000
Kedah|06550|05000
Kedah|06570|05000
Kedah|06600|06600
Kedah|06650|06650
Kedah|06700|06700
Kedah|06707|06700
Kedah|06709|06700
Kedah|06710|06700
Kedah|06720|06700
Kedah|06750|06700
Kedah|06760|06400
Kedah|06800|06800
Kedah|06900|06900
Kedah|06910|06900
Kedah|07000|07000
Kedah|07007|07000
Kedah|07009|07000
Kedah|08000|08000
Kedah|08007|08000
Kedah|08009|08000
Kedah|08010|08000
Kedah|08100|08100
Kedah|08107|08100
Kedah|08109|08100
Kedah|08110|08100
Kedah|08200|08200
Kedah|08210|08200
Kedah|08300|08300
Kedah|08307|08300
Kedah|08320|08700
Kedah|08400|08400
Kedah|08407|08400
Kedah|08409|08400
Kedah|08500|08500
Kedah|08507|08500
Kedah|08509|08500
Kedah|08600|08000
Kedah|08700|08700
Kedah|08800|08300
Kedah|09000|09000
Kedah|09007|09000
Kedah|09009|09000
Kedah|09010|09000
Kedah|09020|09000
Kedah|09100|09100
Kedah|09109|09100
Kedah|09110|09200
Kedah|09120|09100
Kedah|09130|09130
Kedah|09200|09200
Kedah|09300|09300
Kedah|09309|09300
Kedah|09310|09300
Kedah|09400|09400
Kedah|09409|09400
Kedah|09500|09500
Kedah|09600|09600
Kedah|09700|09500
Kedah|09709|09500
Kedah|09800|09800
Kedah|09809|09800
Kedah|09810|09800
Kedah|14390|14390
Kedah|34950|14390
Kelantan|15000|15000
Kelantan|15050|15000
Kelantan|15100|15000
Kelantan|15150|15000
Kelantan|15159|15000
Kelantan|15200|15000
Kelantan|15300|15000
Kelantan|15350|15000
Kelantan|15400|15000
Kelantan|15500|15000
Kelantan|15502|15000
Kelantan|15503|15000
Kelantan|15504|15000
Kelantan|15505|15000
Kelantan|15506|15000
Kelantan|15508|15000
Kelantan|15512|15000
Kelantan|15514|15000
Kelantan|15516|15000
Kelantan|15517|15000
Kelantan|15518|15000
Kelantan|15519|15000
Kelantan|15520|15000
Kelantan|15524|15000
Kelantan|15529|15000
Kelantan|15532|15000
Kelantan|15534|15000
Kelantan|15536|15000
Kelantan|15538|15000
Kelantan|15540|15000
Kelantan|15546|15000
Kelantan|15548|15000
Kelantan|15550|15000
Kelantan|15551|15000
Kelantan|15552|15000
Kelantan|15556|15000
Kelantan|15558|15000
Kelantan|15560|15000
Kelantan|15564|15000
Kelantan|15570|15000
Kelantan|15572|15000
Kelantan|15576|15000
Kelantan|15578|15000
Kelantan|15582|15000
Kelantan|15586|15000
Kelantan|15590|15000
Kelantan|15592|15000
Kelantan|15594|15000
Kelantan|15596|15000
Kelantan|15600|15000
Kelantan|15604|15000
Kelantan|15608|15000
Kelantan|15609|15000
Kelantan|15612|15000
Kelantan|15614|15000
Kelantan|15616|15000
Kelantan|15622|15000
Kelantan|15623|15000
Kelantan|15626|15000
Kelantan|15628|15000
Kelantan|15630|15000
Kelantan|15632|15000
Kelantan|15634|15000
Kelantan|15644|15000
Kelantan|15646|15000
Kelantan|15648|15000
Kelantan|15658|15000
Kelantan|15660|15000
Kelantan|15661|15000
Kelantan|15664|15000
Kelantan|15670|15000
Kelantan|15672|15000
Kelantan|15673|15000
Kelantan|15674|15000
Kelantan|15675|15000
Kelantan|15676|15000
Kelantan|15680|15000
Kelantan|15690|15000
Kelantan|15710|15000
Kelantan|15720|15000
Kelantan|15730|15000
Kelantan|15740|15000
Kelantan|15988|15000
Kelantan|15990|15000
Kelantan|16010|15000
Kelantan|16020|16300
Kelantan|16040|16040
Kelantan|16050|16300
Kelantan|16070|16300
Kelantan|16080|16200
Kelantan|16090|16300
Kelantan|16100|15000
Kelantan|16109|15000
Kelantan|16150|15000
Kelantan|16200|16200
Kelantan|16210|16200
Kelantan|16250|16040
Kelantan|16300|16300
Kelantan|16309|16300
Kelantan|16310|16300
Kelantan|16400|16400
Kelantan|16450|16450
Kelantan|16500|16500
Kelantan|16600|16600
Kelantan|16700|16700
Kelantan|16800|16800
Kelantan|16810|16810
Kelantan|17000|17000
Kelantan|17007|17000
Kelantan|17009|17000
Kelantan|17010|17000
Kelantan|17020|17000
Kelantan|17030|17000
Kelantan|17040|17000
Kelantan|17050|17000
Kelantan|17060|17000
Kelantan|17070|17000
Kelantan|17200|17200
Kelantan|17207|17200
Kelantan|17500|17500
Kelantan|17507|17500
Kelantan|17509|17500
Kelantan|17510|17500
Kelantan|17600|17600
Kelantan|17609|17600
Kelantan|17610|18200
Kelantan|17700|17700
Kelantan|18000|18000
Kelantan|18007|18000
Kelantan|18009|18000
Kelantan|18050|18000
Kelantan|18200|18200
Kelantan|18300|18300
Kelantan|18307|18300
Kelantan|18400|18400
Kelantan|18500|18500
Kelantan|18509|18500
Melaka|75000|75000
Melaka|75050|75000
Melaka|75100|75000
Melaka|75150|75000
Melaka|75200|75000
Melaka|75250|75000
Melaka|75260|75000
Melaka|75300|75000
Melaka|75350|75000
Melaka|75400|75000
Melaka|75450|75450
Melaka|75459|75450
Melaka|75460|75460
Melaka|75500|75000
Melaka|75502|75000
Melaka|75503|75000
Melaka|75504|75000
Melaka|75505|75000
Melaka|75506|75000
Melaka|75508|75000
Melaka|75510|75000
Melaka|75512|75000
Melaka|75514|75000
Melaka|75516|75000
Melaka|75517|75000
Melaka|75518|75000
Melaka|75519|75000
Melaka|75532|75000
Melaka|75536|75000
Melaka|75538|75000
Melaka|75540|75000
Melaka|75542|75000
Melaka|75546|75000
Melaka|75550|75000
Melaka|75551|75000
Melaka|75552|75000
Melaka|75560|75000
Melaka|75564|75000
Melaka|75566|75000
Melaka|75570|75000
Melaka|75572|75000
Melaka|75576|75000
Melaka|75578|75000
Melaka|75582|75000
Melaka|75584|75000
Melaka|75586|75000
Melaka|75590|75000
Melaka|75592|75000
Melaka|75594|75000
Melaka|75596|75000
Melaka|75600|75000
Melaka|75604|75000
Melaka|75606|75000
Melaka|75608|75000
Melaka|75609|75000
Melaka|75612|75000
Melaka|75620|75000
Melaka|75622|75000
Melaka|75623|75000
Melaka|75626|75000
Melaka|75628|75000
Melaka|75630|75000
Melaka|75632|75000
Melaka|75646|75000
Melaka|75648|75000
Melaka|75664|75000
Melaka|75670|75000
Melaka|75672|75000
Melaka|75673|75000
Melaka|75674|75000
Melaka|75676|75000
Melaka|75690|75000
Melaka|75700|75000
Melaka|75710|75000
Melaka|75720|75000
Melaka|75730|75000
Melaka|75740|75000
Melaka|75750|75000
Melaka|75760|75000
Melaka|75900|75000
Melaka|75902|75000
Melaka|75904|75000
Melaka|75906|75000
Melaka|75908|75000
Melaka|75910|75000
Melaka|75912|75000
Melaka|75914|75000
Melaka|75916|75000
Melaka|75918|75000
Melaka|75990|75000
Melaka|76100|76100
Melaka|76109|76109
Melaka|76200|76200
Melaka|76300|76200
Melaka|76400|76400
Melaka|76409|76400
Melaka|76450|75000
Melaka|77000|77000
Melaka|77007|77000
Melaka|77008|77000
Melaka|77009|77000
Melaka|77100|77100
Melaka|77109|77100
Melaka|77200|77200
Melaka|77300|77300
Melaka|77307|77300
Melaka|77309|77300
Melaka|77400|77400
Melaka|77409|77400
Melaka|77500|77500
Melaka|77507|77500
Melaka|77509|77500
Melaka|78000|78000
Melaka|78007|78000
Melaka|78009|78000
Melaka|78100|78100
Melaka|78200|78200
Melaka|78300|78300
Melaka|78307|78300
Melaka|78309|78300
Negeri Sembilan|70000|70000
Negeri Sembilan|70100|70000
Negeri Sembilan|70200|70000
Negeri Sembilan|70300|70000
Negeri Sembilan|70400|70000
Negeri Sembilan|70450|70000
Negeri Sembilan|70500|70000
Negeri Sembilan|70502|70000
Negeri Sembilan|70503|70000
Negeri Sembilan|70504|70000
Negeri Sembilan|70505|70000
Negeri Sembilan|70506|70000
Negeri Sembilan|70508|70000
Negeri Sembilan|70512|70000
Negeri Sembilan|70516|70000
Negeri Sembilan|70517|70000
Negeri Sembilan|70518|70000
Negeri Sembilan|70532|70000
Negeri Sembilan|70534|70000
Negeri Sembilan|70536|70000
Negeri Sembilan|70538|70000
Negeri Sembilan|70540|70000
Negeri Sembilan|70546|70000
Negeri Sembilan|70548|70000
Negeri Sembilan|70550|70000
Negeri Sembilan|70551|70000
Negeri Sembilan|70558|70000
Negeri Sembilan|70560|70000
Negeri Sembilan|70564|70000
Negeri Sembilan|70570|70000
Negeri Sembilan|70572|70000
Negeri Sembilan|70576|70000
Negeri Sembilan|70578|70000
Negeri Sembilan|70582|70000
Negeri Sembilan|70586|70000
Negeri Sembilan|70590|70000
Negeri Sembilan|70592|70000
Negeri Sembilan|70594|70000
Negeri Sembilan|70596|70000
Negeri Sembilan|70600|70000
Negeri Sembilan|70604|70000
Negeri Sembilan|70606|70000
Negeri Sembilan|70608|70000
Negeri Sembilan|70609|70000
Negeri Sembilan|70610|70000
Negeri Sembilan|70612|70000
Negeri Sembilan|70620|70000
Negeri Sembilan|70626|70000
Negeri Sembilan|70628|70000
Negeri Sembilan|70632|70000
Negeri Sembilan|70634|70000
Negeri Sembilan|70644|70000
Negeri Sembilan|70646|70000
Negeri Sembilan|70648|70000
Negeri Sembilan|70658|70000
Negeri Sembilan|70664|70000
Negeri Sembilan|70670|70000
Negeri Sembilan|70672|70000
Negeri Sembilan|70673|70000
Negeri Sembilan|70674|70000
Negeri Sembilan|70676|70000
Negeri Sembilan|70690|70000
Negeri Sembilan|70700|70000
Negeri Sembilan|70710|70000
Negeri Sembilan|70720|70000
Negeri Sembilan|70730|70000
Negeri Sembilan|70740|70000
Negeri Sembilan|70750|70000
Negeri Sembilan|70990|70000
Negeri Sembilan|71000|71000
Negeri Sembilan|71007|71000
